"filename", "language", "Python", "Markdown", "JSON", "comment", "blank", "total"
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\check_your_water_quality\full_text.md", "Markdown", 0, -88, 0, 0, -2, -90
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\00_summary.json", "JSON", 0, 0, -35, 0, 0, -35
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\01_pages.md", "Markdown", 0, -468, 0, 0, -107, -575
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\02_tables.md", "Markdown", 0, -88, 0, 0, -18, -106
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\03_chunks.md", "Markdown", 0, -423, 0, 0, -98, -521
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\04_metadata.json", "JSON", 0, 0, -63, 0, 0, -63
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\05_qdrant_points.json", "JSON", 0, 0, -55903, 0, 0, -55903
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\05_qdrant_points.md", "Markdown", 0, -584, 0, 0, -58, -642
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\es2012rs02\full_text.md", "Markdown", 0, -437, 0, 0, -76, -513
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\00_summary.json", "JSON", 0, 0, -32, 0, 0, -32
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\01_pages.md", "Markdown", 0, -6796, 0, 0, -1270, -8066
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\02_tables.md", "Markdown", 0, -357, 0, 0, -56, -413
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\03_chunks.md", "Markdown", 0, -5206, 0, 0, -1402, -6608
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\04_metadata.json", "JSON", 0, 0, -220, 0, 0, -220
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\05_qdrant_points.json", "JSON", 0, 0, -962682, 0, 0, -962682
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\05_qdrant_points.md", "Markdown", 0, -10047, 0, 0, -934, -10981
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\icdl_poster_2019_full\full_text.md", "Markdown", 0, -6602, 0, 0, -1076, -7678
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\00_summary.json", "JSON", 0, 0, -29, 0, 0, -29
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\01_pages.md", "Markdown", 0, -13, 0, 0, -3, -16
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\02_tables.md", "Markdown", 0, -3, 0, 0, -2, -5
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\03_chunks.md", "Markdown", 0, -18, 0, 0, -9, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\04_metadata.json", "JSON", 0, 0, -31, 0, 0, -31
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\05_qdrant_points.json", "JSON", 0, 0, -3114, 0, 0, -3114
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\05_qdrant_points.md", "Markdown", 0, -36, 0, 0, -7, -43
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\make_solar_cooker\full_text.md", "Markdown", 0, -12, 0, 0, -2, -14
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\00_summary.json", "JSON", 0, 0, -29, 0, 0, -29
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\01_pages.md", "Markdown", 0, -20, 0, 0, -3, -23
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\02_tables.md", "Markdown", 0, -3, 0, 0, -2, -5
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\03_chunks.md", "Markdown", 0, -34, 0, 0, -19, -53
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\04_metadata.json", "JSON", 0, 0, -31, 0, 0, -31
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\05_qdrant_points.json", "JSON", 0, 0, -12431, 0, 0, -12431
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\05_qdrant_points.md", "Markdown", 0, -134, 0, 0, -16, -150
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\managing_water\full_text.md", "Markdown", 0, -19, 0, 0, -2, -21
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\00_summary.json", "JSON", 0, 0, -29, 0, 0, -29
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\01_pages.md", "Markdown", 0, -16, 0, 0, -3, -19
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\02_tables.md", "Markdown", 0, -3, 0, 0, -2, -5
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\03_chunks.md", "Markdown", 0, -43, 0, 0, -35, -78
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\04_metadata.json", "JSON", 0, 0, -31, 0, 0, -31
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\05_qdrant_points.json", "JSON", 0, 0, -34162, 0, 0, -34162
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\05_qdrant_points.md", "Markdown", 0, -354, 0, 0, -37, -391
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\results\navbharat_times\full_text.md", "Markdown", 0, -15, 0, 0, -2, -17
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\run.py", "Python", -446, 0, 0, -67, -67, -580
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\_index.json", "JSON", 0, 0, -751, 0, 0, -751
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\_index.md", "Markdown", 0, -21, 0, 0, -3, -24
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\00_summary.json", "JSON", 0, 0, -43, 0, 0, -43
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\01_pages.md", "Markdown", 0, -1498, 0, 0, -279, -1777
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\02_tables.md", "Markdown", 0, -43, 0, 0, -10, -53
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\03_chunks.md", "Markdown", 0, -1524, 0, 0, -395, -1919
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\04_metadata.json", "JSON", 0, 0, -79, 0, 0, -79
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\05_qdrant_points.json", "JSON", 0, 0, -310502, 0, 0, -310502
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\05_qdrant_points.md", "Markdown", 0, -3197, 0, 0, -304, -3501
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\achieving_green_steel_roadmap\full_text.md", "Markdown", 0, -1433, 0, 0, -214, -1647
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\00_summary.json", "JSON", 0, 0, -29, 0, 0, -29
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\01_pages.md", "Markdown", 0, -584, 0, 0, -116, -700
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\02_tables.md", "Markdown", 0, -89, 0, 0, -12, -101
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\03_chunks.md", "Markdown", 0, -452, 0, 0, -130, -582
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\04_metadata.json", "JSON", 0, 0, -46, 0, 0, -46
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\05_qdrant_points.json", "JSON", 0, 0, -102484, 0, 0, -102484
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\05_qdrant_points.md", "Markdown", 0, -1070, 0, 0, -103, -1173
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\act4earth_policybrief_sustainable_consumption_lifestyles\full_text.md", "Markdown", 0, -562, 0, 0, -94, -656
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\00_summary.json", "JSON", 0, 0, -172, 0, 0, -172
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\01_pages.md", "Markdown", 0, -8750, 0, -4187, -1736, -14673
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\02_tables.md", "Markdown", 0, -2161, 0, 0, -278, -2439
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\03_chunks.md", "Markdown", 0, -7323, 0, -6696, -2070, -16089
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\04_metadata.json", "JSON", 0, 0, -332, 0, 0, -332
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\05_qdrant_points.json", "JSON", 0, 0, -1984220, 0, 0, -1984220
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\05_qdrant_points.md", "Markdown", 0, -11578, 0, -9828, -1083, -22489
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime\full_text.md", "Markdown", 0, -8627, 0, -3783, -1613, -14023
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\00_summary.json", "JSON", 0, 0, -172, 0, 0, -172
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\01_pages.md", "Markdown", 0, -8750, 0, -4187, -1736, -14673
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\02_tables.md", "Markdown", 0, -2161, 0, 0, -278, -2439
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\03_chunks.md", "Markdown", 0, -7323, 0, -6696, -2070, -16089
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\04_metadata.json", "JSON", 0, 0, -332, 0, 0, -332
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\05_qdrant_points.json", "JSON", 0, 0, -1984220, 0, 0, -1984220
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\05_qdrant_points.md", "Markdown", 0, -11578, 0, -9828, -1083, -22489
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\advanced_green_fuels_for_maritime_part_a_book\full_text.md", "Markdown", 0, -8627, 0, -3783, -1613, -14023
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\00_summary.json", "JSON", 0, 0, -27, 0, 0, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\01_pages.md", "Markdown", 0, -132, 0, -105, -62, -299
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\02_tables.md", "Markdown", 0, -3, 0, 0, -2, -5
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\03_chunks.md", "Markdown", 0, -104, 0, -281, -62, -447
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\04_metadata.json", "JSON", 0, 0, -41, 0, 0, -41
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\05_qdrant_points.json", "JSON", 0, 0, -49685, 0, 0, -49685
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\05_qdrant_points.md", "Markdown", 0, -397, 0, -125, -42, -564
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_a2_commitment_letters\full_text.md", "Markdown", 0, -128, 0, -101, -58, -287
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\00_summary.json", "JSON", 0, 0, -36, 0, 0, -36
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\01_pages.md", "Markdown", 0, -1091, 0, 0, -142, -1233
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\02_tables.md", "Markdown", 0, -42, 0, 0, -6, -48
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\03_chunks.md", "Markdown", 0, -1440, 0, 0, -227, -1667
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\04_metadata.json", "JSON", 0, 0, -60, 0, 0, -60
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\05_qdrant_points.json", "JSON", 0, 0, -170780, 0, 0, -170780
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\05_qdrant_points.md", "Markdown", 0, -1760, 0, 0, -169, -1929
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_j1_teri_wwd_2020_report\full_text.md", "Markdown", 0, -1044, 0, 0, -95, -1139
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\00_summary.json", "JSON", 0, 0, -22, 0, 0, -22
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\01_pages.md", "Markdown", 0, -24, 0, 0, -18, -42
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\02_tables.md", "Markdown", 0, -3, 0, 0, -2, -5
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\03_chunks.md", "Markdown", 0, -32, 0, 0, -27, -59
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\04_metadata.json", "JSON", 0, 0, -33, 0, 0, -33
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\05_qdrant_points.json", "JSON", 0, 0, -6219, 0, 0, -6219
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\05_qdrant_points.md", "Markdown", 0, -68, 0, 0, -10, -78
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\annexure_o_map_plastic_leakage_points\full_text.md", "Markdown", 0, -23, 0, 0, -17, -40
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\00_summary.json", "JSON", 0, 0, -65, 0, 0, -65
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\01_pages.md", "Markdown", 0, -1335, 0, 0, -521, -1856
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\02_tables.md", "Markdown", 0, -172, 0, 0, -12, -184
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\03_chunks.md", "Markdown", 0, -1458, 0, 0, -621, -2079
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\04_metadata.json", "JSON", 0, 0, -119, 0, 0, -119
